home_TEAM_NAME,GAME_ID,GAME_DATE,home_MIN,home_FGM,home_FGA,home_FG_PCT,home_FG3M,home_FG3A,home_FG3_PCT,home_FTM,home_FTA,home_FT_PCT,home_OREB,home_DREB,home_REB,home_AST,home_STL,home_BLK,home_TOV,home_PF,home_PTS,home_PLUS_MINUS,away_TEAM_NAME,away_MIN,away_FGM,away_FGA,away_FG_PCT,away_FG3M,away_FG3A,away_FG3_PCT,away_FTM,away_FTA,away_FT_PCT,away_OREB,away_DREB,away_REB,away_AST,away_STL,away_BLK,away_TOV,away_PF,away_PTS,away_PLUS_MINUS,Season
Miami Heat,21200314,2012-12-12,240,38,80,0.475,7,22,0.318,12,15,0.8,6,32,38,18,6,3,18,13,95,-2,Golden State Warriors,240,38,82,0.463,9,24,0.375,12,14,0.857,8,33,41,20,9,2,15,14,97,2,2012 - 2013
Toronto Raptors,21200309,2012-12-12,240,37,75,0.493,4,18,0.222,10,17,0.588,7,24,31,21,11,3,14,25,88,-6,Brooklyn Nets,240,29,64,0.453,10,19,0.526,26,35,0.743,8,30,38,20,5,1,18,16,94,6,2012 - 2013
Atlanta Hawks,21200322,2012-12-13,240,43,75,0.573,14,29,0.483,13,23,0.565,7,34,41,28,8,3,14,14,113,23,Charlotte Bobcats,240,34,79,0.43,6,21,0.286,16,20,0.8,8,23,31,22,6,1,14,18,90,-23,2012 - 2013
Portland Trail Blazers,21200324,2012-12-13,240,40,88,0.455,7,27,0.259,11,12,0.917,9,31,40,19,11,5,15,19,98,8,San Antonio Spurs,240,33,72,0.458,6,19,0.316,18,25,0.72,7,31,38,23,8,2,19,11,90,-8,2012 - 2013
New York Knicks,21200323,2012-12-13,240,42,79,0.532,12,25,0.48,20,30,0.667,4,29,33,25,10,2,6,20,116,9,Los Angeles Lakers,240,35,84,0.417,12,37,0.324,25,29,0.862,12,32,44,13,4,4,14,21,107,-9,2012 - 2013
Cleveland Cavaliers,21200329,2012-12-14,240,32,81,0.395,9,18,0.5,13,14,0.929,15,31,46,21,11,4,27,22,86,-4,Milwaukee Bucks,240,33,83,0.398,5,15,0.333,19,27,0.704,18,25,43,23,16,7,17,18,90,4,2012 - 2013
Houston Rockets,21200332,2012-12-14,240,37,76,0.487,10,27,0.37,17,23,0.739,7,38,45,23,7,8,17,16,101,12,Boston Celtics,240,34,85,0.4,8,20,0.4,13,17,0.765,9,32,41,22,15,5,13,16,89,-12,2012 - 2013
New Orleans Hornets,21200331,2012-12-14,240,42,78,0.538,11,24,0.458,7,10,0.7,7,23,30,26,5,6,14,16,102,-11,Minnesota Timberwolves,240,47,88,0.534,7,17,0.412,12,17,0.706,14,26,40,29,9,3,13,12,113,11,2012 - 2013
Orlando Magic,21200330,2012-12-14,240,41,86,0.477,9,21,0.429,8,11,0.727,13,40,53,26,8,11,15,15,99,14,Golden State Warriors,240,34,92,0.37,7,20,0.35,10,11,0.909,16,33,49,19,5,2,12,15,85,-14,2012 - 2013
Indiana Pacers,21200327,2012-12-14,240,35,77,0.455,8,14,0.571,17,27,0.63,14,34,48,19,4,10,16,21,95,10,Philadelphia 76ers,240,35,81,0.432,3,12,0.25,12,16,0.75,9,27,36,20,5,4,12,20,85,-10,2012 - 2013
Toronto Raptors,21200325,2012-12-14,240,34,84,0.405,12,36,0.333,15,22,0.682,14,33,47,22,11,3,10,20,95,21,Dallas Mavericks,240,27,69,0.391,0,13,0.0,20,23,0.87,4,34,38,17,4,1,17,17,74,-21,2012 - 2013
Denver Nuggets,21200335,2012-12-14,240,36,69,0.522,4,10,0.4,23,26,0.885,7,28,35,20,8,10,20,19,99,5,Memphis Grizzlies,240,39,94,0.415,7,19,0.368,9,10,0.9,16,21,37,27,9,8,16,28,94,-5,2012 - 2013
Brooklyn Nets,21200328,2012-12-14,290,42,93,0.452,10,26,0.385,13,16,0.813,10,33,43,20,8,8,11,24,107,2,Detroit Pistons,290,40,99,0.404,5,16,0.313,20,26,0.769,18,36,54,21,5,4,13,21,105,-2,2012 - 2013
Washington Wizards,21200326,2012-12-14,240,36,83,0.434,8,21,0.381,16,20,0.8,13,35,48,19,6,4,19,24,96,-6,Los Angeles Lakers,240,37,82,0.451,8,29,0.276,20,28,0.714,13,32,45,18,10,6,13,20,102,6,2012 - 2013
Oklahoma City Thunder,21200333,2012-12-14,240,41,83,0.494,9,21,0.429,22,22,1.0,14,29,43,29,10,6,18,24,113,10,Sacramento Kings,240,34,75,0.453,7,19,0.368,28,31,0.903,7,22,29,18,11,5,14,19,103,-10,2012 - 2013
Phoenix Suns,21200334,2012-12-14,240,38,83,0.458,6,13,0.462,17,22,0.773,12,31,43,23,9,9,12,16,99,15,Utah Jazz,240,33,82,0.402,3,11,0.273,15,21,0.714,15,32,47,19,11,8,16,17,84,-15,2012 - 2013
Utah Jazz,21200345,2012-12-15,240,31,74,0.419,5,17,0.294,19,24,0.792,7,28,35,20,7,4,15,20,86,-13,Memphis Grizzlies,240,38,85,0.447,4,11,0.364,19,24,0.792,18,30,48,16,9,4,12,16,99,13,2012 - 2013
Detroit Pistons,21200340,2012-12-15,240,32,83,0.386,3,13,0.231,10,15,0.667,11,30,41,18,5,4,10,16,77,-11,Indiana Pacers,240,35,72,0.486,7,24,0.292,11,16,0.688,5,37,42,25,8,9,14,21,88,11,2012 - 2013
New York Knicks,21200338,2012-12-15,240,37,85,0.435,13,35,0.371,16,23,0.696,13,28,41,26,5,6,9,18,103,1,Cleveland Cavaliers,240,40,82,0.488,9,24,0.375,13,17,0.765,9,36,45,15,5,0,12,23,102,-1,2012 - 2013
Chicago Bulls,21200341,2012-12-15,240,33,75,0.44,2,10,0.2,15,19,0.789,7,26,33,21,10,6,14,17,83,1,Brooklyn Nets,240,29,75,0.387,7,19,0.368,17,22,0.773,14,27,41,15,9,8,18,18,82,-1,2012 - 2013
San Antonio Spurs,21200344,2012-12-15,240,38,81,0.469,12,25,0.48,15,20,0.75,11,27,38,28,9,4,13,12,103,15,Boston Celtics,240,38,81,0.469,6,16,0.375,6,8,0.75,11,27,38,22,6,3,20,20,88,-15,2012 - 2013
Charlotte Bobcats,21200336,2012-12-15,240,36,78,0.462,4,12,0.333,22,29,0.759,8,23,31,18,4,7,11,16,98,-9,Orlando Magic,240,43,79,0.544,5,17,0.294,16,19,0.842,11,32,43,25,1,8,14,25,107,9,2012 - 2013
Milwaukee Bucks,21200343,2012-12-15,240,30,83,0.361,7,21,0.333,18,25,0.72,14,26,40,15,6,5,13,22,85,-26,Los Angeles Clippers,240,44,82,0.537,5,11,0.455,18,24,0.75,11,38,49,33,10,3,12,22,111,26,2012 - 2013
Miami Heat,21200339,2012-12-15,240,40,79,0.506,8,27,0.296,14,21,0.667,11,32,43,25,9,2,12,15,102,30,Washington Wizards,240,27,72,0.375,7,20,0.35,11,15,0.733,10,30,40,16,8,0,21,18,72,-30,2012 - 2013
Atlanta Hawks,21200337,2012-12-15,240,31,84,0.369,5,26,0.192,26,36,0.722,10,35,45,21,6,3,11,15,93,-22,Golden State Warriors,240,49,99,0.495,10,24,0.417,7,8,0.875,10,44,54,32,10,3,11,25,115,22,2012 - 2013
Minnesota Timberwolves,21200342,2012-12-15,265,41,94,0.436,6,23,0.261,26,32,0.813,17,31,48,28,15,5,16,18,114,8,Dallas Mavericks,265,39,84,0.464,7,14,0.5,21,25,0.84,11,30,41,24,10,8,20,29,106,-8,2012 - 2013
Philadelphia 76ers,21200347,2012-12-16,240,41,83,0.494,10,25,0.4,6,11,0.545,10,27,37,23,6,7,18,17,98,-13,Los Angeles Lakers,240,39,80,0.488,14,34,0.412,19,24,0.792,11,30,41,22,13,4,15,9,111,13,2012 - 2013
Portland Trail Blazers,21200349,2012-12-16,240,37,80,0.463,11,29,0.379,10,12,0.833,14,22,36,25,9,8,10,12,95,1,New Orleans Hornets,240,36,80,0.45,11,20,0.55,11,15,0.733,16,27,43,21,5,1,14,15,94,-1,2012 - 2013
Sacramento Kings,21200348,2012-12-16,240,31,91,0.341,6,24,0.25,29,34,0.853,21,21,42,13,7,1,10,19,97,-25,Denver Nuggets,240,46,85,0.541,8,18,0.444,22,29,0.759,17,35,52,27,6,5,11,25,122,25,2012 - 2013
Toronto Raptors,21200346,2012-12-16,240,39,85,0.459,8,30,0.267,17,20,0.85,5,38,43,29,6,13,7,24,103,7,Houston Rockets,240,32,78,0.41,7,23,0.304,25,32,0.781,8,36,44,14,6,1,12,19,96,-7,2012 - 2013
Memphis Grizzlies,21200353,2012-12-17,240,30,80,0.375,6,11,0.545,14,19,0.737,18,33,51,16,7,5,19,19,80,9,Chicago Bulls,240,28,75,0.373,2,11,0.182,13,20,0.65,10,29,39,14,10,1,16,21,71,-9,2012 - 2013
Detroit Pistons,21200352,2012-12-17,240,29,71,0.408,7,20,0.35,11,19,0.579,8,26,34,15,4,7,17,17,76,-12,Los Angeles Clippers,240,35,78,0.449,5,22,0.227,13,17,0.765,12,30,42,19,9,5,12,15,88,12,2012 - 2013
Oklahoma City Thunder,21200354,2012-12-17,240,38,85,0.447,4,14,0.286,27,30,0.9,15,34,49,22,9,7,12,21,107,14,San Antonio Spurs,240,36,79,0.456,6,20,0.3,15,21,0.714,9,28,37,23,9,4,17,19,93,-14,2012 - 2013
Orlando Magic,21200350,2012-12-17,240,44,82,0.537,6,14,0.429,8,8,1.0,6,36,42,31,9,3,17,22,102,9,Minnesota Timberwolves,240,39,96,0.406,7,25,0.28,8,12,0.667,15,28,43,25,7,2,17,15,93,-9,2012 - 2013
New York Knicks,21200351,2012-12-17,240,39,90,0.433,9,31,0.29,9,16,0.563,13,32,45,15,8,2,17,18,96,-13,Houston Rockets,240,40,78,0.513,10,29,0.345,19,24,0.792,6,36,42,18,13,4,18,16,109,13,2012 - 2013
Phoenix Suns,21200355,2012-12-17,240,41,85,0.482,8,22,0.364,11,15,0.733,7,31,38,29,5,10,8,17,101,11,Sacramento Kings,240,34,83,0.41,3,13,0.231,19,24,0.792,18,33,51,15,5,5,19,17,90,-11,2012 - 2013
Milwaukee Bucks,21200361,2012-12-18,240,37,86,0.43,6,14,0.429,18,26,0.692,12,25,37,18,10,12,15,29,98,5,Indiana Pacers,240,32,80,0.4,2,8,0.25,27,34,0.794,18,33,51,15,7,3,20,22,93,-5,2012 - 2013
Chicago Bulls,21200360,2012-12-18,240,37,74,0.5,5,9,0.556,21,24,0.875,12,31,43,28,4,10,13,15,100,11,Boston Celtics,240,35,81,0.432,5,10,0.5,14,19,0.737,11,24,35,18,7,2,9,18,89,-11,2012 - 2013
Cleveland Cavaliers,21200357,2012-12-18,240,36,70,0.514,7,16,0.438,20,30,0.667,11,22,33,19,6,7,16,26,99,-14,Toronto Raptors,240,39,75,0.52,12,24,0.5,23,27,0.852,13,23,36,25,8,2,14,24,113,14,2012 - 2013
Dallas Mavericks,21200362,2012-12-18,240,39,72,0.542,4,11,0.364,25,29,0.862,6,29,35,19,9,4,11,13,107,7,Philadelphia 76ers,240,37,86,0.43,13,35,0.371,13,15,0.867,14,26,40,23,6,2,14,21,100,-7,2012 - 2013
Washington Wizards,21200356,2012-12-18,265,36,95,0.379,6,18,0.333,17,22,0.773,15,34,49,28,10,7,15,24,95,-5,Atlanta Hawks,265,34,78,0.436,9,24,0.375,23,34,0.676,9,40,49,20,10,9,17,20,100,5,2012 - 2013
Brooklyn Nets,21200358,2012-12-18,240,33,77,0.429,7,17,0.412,17,22,0.773,12,26,38,16,8,3,14,19,90,-2,Utah Jazz,240,37,83,0.446,5,20,0.25,13,16,0.813,18,30,48,23,5,8,15,24,92,2,2012 - 2013
Denver Nuggets,21200363,2012-12-18,240,38,87,0.437,7,19,0.368,29,42,0.69,13,45,58,23,11,10,15,17,112,6,San Antonio Spurs,240,38,95,0.4,14,36,0.389,16,18,0.889,9,36,45,28,12,9,15,25,106,-6,2012 - 2013
Golden State Warriors,21200365,2012-12-18,240,34,78,0.436,6,18,0.333,29,34,0.853,16,28,44,25,8,2,14,15,103,7,New Orleans Hornets,240,35,75,0.467,9,27,0.333,17,17,1.0,7,26,33,23,11,3,15,24,96,-7,2012 - 2013
Los Angeles Lakers,21200364,2012-12-18,240,35,88,0.398,10,31,0.323,21,27,0.778,16,32,48,21,6,10,11,18,101,1,Charlotte Bobcats,240,38,95,0.4,10,24,0.417,14,22,0.636,21,33,54,24,5,8,12,23,100,-1,2012 - 2013
Miami Heat,21200359,2012-12-18,240,36,77,0.468,13,25,0.52,18,23,0.783,6,18,24,25,12,14,9,18,103,11,Minnesota Timberwolves,240,37,86,0.43,4,17,0.235,14,19,0.737,18,35,53,18,5,1,20,21,92,-11,2012 - 2013
Atlanta Hawks,21200371,2012-12-19,240,36,94,0.383,9,24,0.375,11,17,0.647,14,30,44,21,11,6,11,19,92,-8,Oklahoma City Thunder,240,36,84,0.429,9,25,0.36,19,20,0.95,13,39,52,20,8,12,16,16,100,8,2012 - 2013
Indiana Pacers,21200369,2012-12-19,240,41,80,0.513,9,16,0.563,13,18,0.722,6,31,37,21,7,8,15,26,104,20,Utah Jazz,240,32,86,0.372,2,15,0.133,18,25,0.72,16,32,48,19,4,6,18,23,84,-20,2012 - 2013
Orlando Magic,21200368,2012-12-19,240,34,81,0.42,8,20,0.4,14,17,0.824,10,38,48,18,11,3,13,12,90,7,Washington Wizards,240,34,77,0.442,9,17,0.529,6,8,0.75,5,33,38,20,5,5,15,21,83,-7,2012 - 2013
Los Angeles Clippers,21200376,2012-12-19,240,37,74,0.5,4,20,0.2,15,19,0.789,9,28,37,28,8,7,12,21,93,16,New Orleans Hornets,240,29,75,0.387,2,19,0.105,17,22,0.773,14,28,42,15,3,5,21,18,77,-16,2012 - 2013
Phoenix Suns,21200373,2012-12-19,240,47,85,0.553,17,28,0.607,10,11,0.909,10,23,33,31,7,6,11,22,121,17,Charlotte Bobcats,240,40,86,0.465,6,10,0.6,18,22,0.818,15,27,42,19,6,4,17,11,104,-17,2012 - 2013
Memphis Grizzlies,21200374,2012-12-19,240,36,88,0.409,3,8,0.375,15,19,0.789,17,39,56,26,11,6,16,17,90,10,Milwaukee Bucks,240,30,85,0.353,5,20,0.25,15,19,0.789,11,33,44,11,10,5,17,19,80,-10,2012 - 2013
Toronto Raptors,21200366,2012-12-19,240,35,72,0.486,10,29,0.345,17,22,0.773,9,24,33,26,5,6,6,24,97,6,Detroit Pistons,240,35,84,0.417,3,12,0.25,18,30,0.6,22,22,44,15,4,2,12,19,91,-6,2012 - 2013
Sacramento Kings,21200375,2012-12-19,240,43,86,0.5,11,19,0.579,34,42,0.81,11,29,40,25,7,7,10,18,131,4,Golden State Warriors,240,46,92,0.5,13,26,0.5,22,25,0.88,14,28,42,21,4,6,12,27,127,-4,2012 - 2013
New York Knicks,21200367,2012-12-19,240,38,83,0.458,11,29,0.379,13,17,0.765,11,28,39,19,7,5,8,11,100,14,Brooklyn Nets,240,35,78,0.449,10,25,0.4,6,9,0.667,10,28,38,19,3,2,14,16,86,-14,2012 - 2013
Houston Rockets,21200372,2012-12-19,240,42,75,0.56,11,27,0.407,30,36,0.833,7,34,41,29,4,3,10,20,125,22,Philadelphia 76ers,240,40,89,0.449,6,17,0.353,17,24,0.708,14,25,39,21,6,3,11,21,103,-22,2012 - 2013
Boston Celtics,21200370,2012-12-19,240,37,62,0.597,9,17,0.529,20,27,0.741,2,33,35,23,9,7,14,24,103,12,Cleveland Cavaliers,240,36,88,0.409,5,18,0.278,14,21,0.667,13,22,35,16,7,2,9,22,91,-12,2012 - 2013
Dallas Mavericks,21200378,2012-12-20,240,37,96,0.385,3,22,0.136,18,21,0.857,13,23,36,23,10,6,9,17,95,-15,Miami Heat,240,42,78,0.538,10,28,0.357,16,18,0.889,8,39,47,25,8,4,20,14,110,15,2012 - 2013
Portland Trail Blazers,21200379,2012-12-20,240,33,92,0.359,14,36,0.389,21,26,0.808,12,38,50,25,5,7,11,21,101,8,Denver Nuggets,240,38,98,0.388,0,22,0.0,17,24,0.708,17,42,59,20,5,6,9,20,93,-8,2012 - 2013
Minnesota Timberwolves,21200377,2012-12-20,240,37,84,0.44,9,20,0.45,16,23,0.696,12,33,45,27,6,6,15,19,99,6,Oklahoma City Thunder,240,33,82,0.402,5,20,0.25,22,26,0.846,11,32,43,17,10,6,16,24,93,-6,2012 - 2013
Philadelphia 76ers,21200381,2012-12-21,240,44,86,0.512,8,19,0.421,3,7,0.429,15,30,45,31,9,4,12,11,99,19,Atlanta Hawks,240,31,79,0.392,9,25,0.36,9,12,0.75,13,24,37,20,7,3,17,15,80,-19,2012 - 2013
Boston Celtics,21200382,2012-12-21,265,36,94,0.383,5,24,0.208,17,20,0.85,12,32,44,23,16,5,15,22,94,-5,Milwaukee Bucks,265,36,83,0.434,5,16,0.313,22,36,0.611,15,42,57,22,8,3,23,15,99,5,2012 - 2013
Golden State Warriors,21200389,2012-12-21,240,44,85,0.518,14,27,0.519,13,16,0.813,12,36,48,31,4,9,11,24,115,15,Charlotte Bobcats,240,33,90,0.367,8,21,0.381,26,35,0.743,18,26,44,19,5,4,7,17,100,-15,2012 - 2013
San Antonio Spurs,21200387,2012-12-21,240,39,76,0.513,4,18,0.222,17,23,0.739,2,34,36,29,7,5,12,12,99,5,New Orleans Hornets,240,39,86,0.453,2,16,0.125,14,16,0.875,11,33,44,15,6,3,12,18,94,-5,2012 - 2013
Toronto Raptors,21200380,2012-12-21,240,33,81,0.407,8,19,0.421,19,21,0.905,7,25,32,20,13,4,9,20,93,3,Orlando Magic,240,35,70,0.5,4,14,0.286,16,19,0.842,8,37,45,22,4,2,18,15,90,-3,2012 - 2013
Memphis Grizzlies,21200386,2012-12-21,240,36,89,0.404,3,13,0.231,17,20,0.85,17,30,47,23,15,3,16,16,92,10,Dallas Mavericks,240,31,76,0.408,6,21,0.286,14,17,0.824,11,31,42,20,7,6,24,19,82,-10,2012 - 2013
Cleveland Cavaliers,21200385,2012-12-21,240,32,80,0.4,5,16,0.313,20,26,0.769,6,30,36,19,4,6,17,22,89,-10,Indiana Pacers,240,39,80,0.488,5,16,0.313,16,25,0.64,11,33,44,24,9,5,18,21,99,10,2012 - 2013
Los Angeles Clippers,21200388,2012-12-21,240,37,87,0.425,7,23,0.304,16,24,0.667,16,37,53,24,13,13,20,17,97,12,Sacramento Kings,240,33,79,0.418,8,22,0.364,11,16,0.688,8,24,32,18,7,9,17,25,85,-12,2012 - 2013
New York Knicks,21200383,2012-12-21,240,38,91,0.418,8,26,0.308,22,25,0.88,10,30,40,14,11,3,10,25,106,-4,Chicago Bulls,240,37,83,0.446,8,18,0.444,28,33,0.848,12,39,51,22,7,4,17,25,110,4,2012 - 2013
Detroit Pistons,21200384,2012-12-21,240,38,90,0.422,10,24,0.417,14,21,0.667,16,42,58,24,4,13,12,18,100,32,Washington Wizards,240,28,85,0.329,2,12,0.167,10,13,0.769,12,34,46,15,4,4,13,20,68,-32,2012 - 2013
Washington Wizards,21200390,2012-12-22,240,29,77,0.377,4,21,0.19,25,32,0.781,10,33,43,20,7,3,11,18,87,-9,Detroit Pistons,240,36,88,0.409,8,19,0.421,16,20,0.8,19,39,58,22,7,3,17,25,96,9,2012 - 2013
New Orleans Hornets,21200393,2012-12-22,240,33,82,0.402,4,11,0.364,5,7,0.714,15,27,42,18,10,10,12,24,75,-6,Indiana Pacers,240,33,77,0.429,4,17,0.235,11,18,0.611,13,31,44,20,5,10,14,21,81,6,2012 - 2013
Houston Rockets,21200394,2012-12-22,240,44,82,0.537,12,28,0.429,21,26,0.808,9,29,38,32,11,5,16,13,121,25,Memphis Grizzlies,240,42,79,0.532,2,13,0.154,10,14,0.714,8,29,37,23,7,5,19,19,96,-25,2012 - 2013
Miami Heat,21200392,2012-12-22,240,38,73,0.521,11,24,0.458,18,22,0.818,6,33,39,23,12,5,16,19,105,16,Utah Jazz,240,30,73,0.411,7,16,0.438,22,26,0.846,11,27,38,18,10,2,20,18,89,-16,2012 - 2013
Portland Trail Blazers,21200397,2012-12-22,240,33,69,0.478,7,20,0.35,23,28,0.821,11,34,45,21,5,4,22,12,96,3,Phoenix Suns,240,40,89,0.449,5,19,0.263,8,11,0.727,11,21,32,26,12,1,11,18,93,-3,2012 - 2013
Milwaukee Bucks,21200395,2012-12-22,240,31,79,0.392,4,20,0.2,16,23,0.696,9,32,41,17,5,7,14,15,82,-12,Cleveland Cavaliers,240,38,88,0.432,5,17,0.294,13,16,0.813,11,37,48,16,7,3,12,26,94,12,2012 - 2013
Denver Nuggets,21200396,2012-12-22,240,47,92,0.511,6,20,0.3,10,15,0.667,12,34,46,36,8,12,12,21,110,22,Charlotte Bobcats,240,33,87,0.379,3,20,0.15,19,30,0.633,12,32,44,21,8,14,13,16,88,-22,2012 - 2013
Atlanta Hawks,21200391,2012-12-22,240,38,77,0.494,7,19,0.368,9,10,0.9,12,33,45,24,7,4,17,9,92,17,Chicago Bulls,240,32,76,0.421,5,14,0.357,6,8,0.75,6,25,31,20,10,3,16,14,75,-17,2012 - 2013
Golden State Warriors,21200398,2012-12-22,265,46,103,0.447,10,29,0.345,13,15,0.867,15,32,47,26,13,5,19,22,115,-3,Los Angeles Lakers,265,49,107,0.458,9,27,0.333,11,14,0.786,15,34,49,33,9,3,20,20,118,3,2012 - 2013
Brooklyn Nets,21200399,2012-12-23,240,33,74,0.446,8,22,0.364,21,30,0.7,11,32,43,18,7,3,9,11,95,3,Philadelphia 76ers,240,38,88,0.432,8,18,0.444,8,10,0.8,14,35,49,19,4,2,9,22,92,-3,2012 - 2013
Orlando Magic,21200401,2012-12-23,240,38,76,0.5,9,20,0.45,8,15,0.533,12,33,45,25,4,3,20,22,93,-4,Utah Jazz,240,36,83,0.434,7,18,0.389,18,25,0.72,13,23,36,21,6,3,12,17,97,4,2012 - 2013
Sacramento Kings,21200404,2012-12-23,240,45,81,0.556,9,19,0.474,9,11,0.818,6,31,37,31,10,2,15,18,108,12,Portland Trail Blazers,240,37,85,0.435,7,24,0.292,15,17,0.882,15,26,41,24,11,5,17,17,96,-12,2012 - 2013
San Antonio Spurs,21200402,2012-12-23,240,47,84,0.56,20,30,0.667,15,19,0.789,8,33,41,33,17,5,17,22,129,38,Dallas Mavericks,240,34,74,0.459,5,14,0.357,18,29,0.621,9,30,39,22,10,1,20,18,91,-38,2012 - 2013
Phoenix Suns,21200403,2012-12-23,240,29,80,0.363,3,17,0.176,16,24,0.667,12,29,41,18,10,2,16,21,77,-26,Los Angeles Clippers,240,38,71,0.535,11,21,0.524,16,29,0.552,5,39,44,26,12,7,16,19,103,26,2012 - 2013
New York Knicks,21200400,2012-12-23,240,32,72,0.444,6,26,0.231,24,28,0.857,4,31,35,17,11,2,14,20,94,3,Minnesota Timberwolves,240,34,84,0.405,7,22,0.318,16,18,0.889,13,34,47,20,5,2,17,22,91,-3,2012 - 2013
Miami Heat,21200407,2012-12-25,240,38,80,0.475,8,28,0.286,19,19,1.0,9,25,34,20,6,5,14,26,103,6,Oklahoma City Thunder,240,30,71,0.423,5,16,0.313,32,38,0.842,11,28,39,14,8,1,17,25,97,-6,2012 - 2013
Los Angeles Clippers,21200409,2012-12-25,240,45,93,0.484,11,25,0.44,11,19,0.579,16,29,45,29,12,6,15,21,112,12,Denver Nuggets,240,40,80,0.5,3,13,0.231,17,24,0.708,9,33,42,26,8,4,18,16,100,-12,2012 - 2013
Brooklyn Nets,21200405,2012-12-25,240,26,64,0.406,7,20,0.35,17,29,0.586,11,25,36,14,6,5,20,22,76,-17,Boston Celtics,240,38,77,0.494,6,10,0.6,11,13,0.846,9,32,41,25,10,4,12,25,93,17,2012 - 2013
Los Angeles Lakers,21200406,2012-12-25,240,37,77,0.481,5,21,0.238,21,31,0.677,8,34,42,22,4,4,12,17,100,6,New York Knicks,240,38,89,0.427,9,26,0.346,9,16,0.563,11,29,40,20,9,3,11,25,94,-6,2012 - 2013
Chicago Bulls,21200408,2012-12-25,240,37,83,0.446,6,20,0.3,17,20,0.85,7,24,31,22,6,3,12,19,97,-23,Houston Rockets,240,46,82,0.561,8,20,0.4,20,24,0.833,10,35,45,25,8,5,10,21,120,23,2012 - 2013
Memphis Grizzlies,21200416,2012-12-26,240,35,90,0.389,5,15,0.333,14,17,0.824,15,22,37,22,10,4,13,18,89,-10,Philadelphia 76ers,240,37,71,0.521,9,16,0.563,16,23,0.696,8,30,38,23,9,12,17,15,99,10,2012 - 2013
Phoenix Suns,21200421,2012-12-26,240,38,83,0.458,8,21,0.381,13,16,0.813,5,33,38,21,7,5,14,12,97,-2,New York Knicks,240,40,88,0.455,9,22,0.409,10,14,0.714,9,32,41,21,8,6,11,17,99,2,2012 - 2013
Portland Trail Blazers,21200422,2012-12-26,240,44,87,0.506,6,21,0.286,15,20,0.75,17,36,53,31,5,4,17,17,109,18,Sacramento Kings,240,35,86,0.407,9,24,0.375,12,16,0.75,12,23,35,28,8,3,10,18,91,-18,2012 - 2013
Atlanta Hawks,21200414,2012-12-26,290,46,98,0.469,11,33,0.333,23,31,0.742,8,39,47,35,11,6,10,18,126,7,Detroit Pistons,290,48,109,0.44,14,27,0.519,9,15,0.6,21,41,62,21,5,5,18,23,119,-7,2012 - 2013
San Antonio Spurs,21200418,2012-12-26,240,34,71,0.479,8,19,0.421,24,29,0.828,10,34,44,25,11,5,17,16,100,20,Toronto Raptors,240,33,78,0.423,7,18,0.389,7,12,0.583,10,25,35,24,10,2,15,19,80,-20,2012 - 2013
Minnesota Timberwolves,21200417,2012-12-26,240,32,84,0.381,7,28,0.25,13,17,0.765,12,38,50,18,10,4,14,12,84,-3,Houston Rockets,240,33,81,0.407,9,31,0.29,12,15,0.8,7,40,47,19,7,2,17,19,87,3,2012 - 2013
Utah Jazz,21200420,2012-12-26,240,32,83,0.386,4,17,0.235,15,22,0.682,9,35,44,17,5,2,15,17,83,-11,Golden State Warriors,240,33,82,0.402,9,18,0.5,19,20,0.95,9,34,43,19,10,6,10,18,94,11,2012 - 2013
Milwaukee Bucks,21200415,2012-12-26,240,40,84,0.476,10,17,0.588,18,19,0.947,14,35,49,24,12,5,18,20,108,15,Brooklyn Nets,240,34,88,0.386,4,21,0.19,21,24,0.875,15,28,43,17,9,7,16,18,93,-15,2012 - 2013
Orlando Magic,21200412,2012-12-26,240,36,79,0.456,11,30,0.367,11,13,0.846,11,27,38,25,5,5,14,17,94,-3,New Orleans Hornets,240,38,76,0.5,2,12,0.167,19,20,0.95,8,28,36,19,5,7,9,17,97,3,2012 - 2013
Denver Nuggets,21200419,2012-12-26,240,45,94,0.479,12,22,0.545,24,32,0.75,20,28,48,31,10,7,11,23,126,12,Los Angeles Lakers,240,41,83,0.494,11,29,0.379,21,30,0.7,11,27,38,29,2,8,15,23,114,-12,2012 - 2013
Washington Wizards,21200410,2012-12-26,240,35,76,0.461,4,18,0.222,10,14,0.714,12,39,51,22,4,6,20,21,84,-3,Cleveland Cavaliers,240,31,82,0.378,10,27,0.37,15,23,0.652,12,26,38,20,9,3,10,16,87,3,2012 - 2013
Charlotte Bobcats,21200411,2012-12-26,240,34,78,0.436,5,14,0.357,19,28,0.679,10,32,42,18,6,6,17,22,92,-13,Miami Heat,240,37,81,0.457,12,23,0.522,19,25,0.76,9,35,44,21,9,5,13,25,105,13,2012 - 2013
Oklahoma City Thunder,21200423,2012-12-27,265,39,93,0.419,10,25,0.4,23,28,0.821,17,39,56,23,8,13,13,18,111,6,Dallas Mavericks,265,40,95,0.421,11,24,0.458,14,16,0.875,10,36,46,22,9,5,13,19,105,-6,2012 - 2013
Los Angeles Clippers,21200424,2012-12-27,240,41,85,0.482,12,30,0.4,12,24,0.5,10,34,44,31,12,7,8,18,106,29,Boston Celtics,240,29,72,0.403,6,16,0.375,13,15,0.867,7,33,40,20,5,3,18,23,77,-29,2012 - 2013
